"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Principal","","21/04/2025","Desjardins Financial Security","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",15.75$,0.00$,"Reconciled"
"WealthSimple Cash","","21/04/2025","Coflip","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",10.10$,0.00$,"Reconciled"
"Principal","","21/04/2025","Desjardins Financial Security","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",9.95$,0.00$,"Reconciled"
"WealthSimple Cash","","21/04/2025","Emby","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",7.21$,0.00$,"Reconciled"
"WealthSimple Cash","","21/04/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",0.00$,40.00$,"Reconciled"
"Principal","","21/04/2025","Transfer : WealthSimple Cash","","","","",0.00$,100.00$,"Reconciled"
"Classique Visa Desjardins","","21/04/2025","Transfer : WealthSimple Cash","","","","",0.00$,401.12$,"Uncleared"
"WealthSimple Cash","","21/04/2025","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,640.00$,"Reconciled"
"WealthSimple Cash","","20/04/2025","Boni-Soir","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",31.73$,0.00$,"Reconciled"
"WealthSimple Cash","","19/04/2025","Affirm","Dépense Obligatoire: Ordi PL","Dépense Obligatoire","Ordi PL","",42.88$,0.00$,"Reconciled"
"WealthSimple Cash","","18/04/2025","Jagex","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",4.49$,0.00$,"Reconciled"
"WealthSimple Cash","","17/04/2025","Irving Port-Cartier","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","",91.95$,0.00$,"Reconciled"
"WealthSimple Cash","","17/04/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",32.00$,0.00$,"Reconciled"
"WealthSimple Cash","","17/04/2025","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,871.88$,"Reconciled"
"WealthSimple Cash","","16/04/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",169.18$,0.00$,"Reconciled"
"Principal","","15/04/2025","Insurance /INTACT COMPAGNIE D ASSURANCE","Dépense Obligatoire: 🚗 Assurance Auto","Dépense Obligatoire","🚗 Assurance Auto","",55.35$,0.00$,"Reconciled"
"WealthSimple Cash","","15/04/2025","Transfer : Principal","","","","",50.00$,0.00$,"Reconciled"
"WealthSimple Cash","","15/04/2025","Adobe","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",14.94$,0.00$,"Reconciled"
"Principal","","15/04/2025","Transfer : WealthSimple Cash","","","","",0.00$,50.00$,"Reconciled"
"WealthSimple Cash","","14/04/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",19.95$,0.00$,"Reconciled"
"Principal","","14/04/2025","Insufficient funds - Make a deposit /INTACT COMPAGNIE D AS (55.35$)","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",0.01$,0.00$,"Reconciled"
"Principal","","14/04/2025","Reimbursement of fees","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.01$,"Reconciled"
"WealthSimple Cash","","14/04/2025","Government of Quebec","Hidden Categories: Impot","Hidden Categories","Impot","",0.00$,161.18$,"Reconciled"
"WealthSimple Cash","","12/04/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",152.67$,0.00$,"Reconciled"
"WealthSimple Cash","","11/04/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",218.83$,0.00$,"Reconciled"
"WealthSimple Cash","","11/04/2025","Reasonps.com","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",14.49$,0.00$,"Reconciled"
"WealthSimple Cash","","10/04/2025","YouTube Premium","Abonnement: Youtube Premium","Abonnement","Youtube Premium","",14.94$,0.00$,"Reconciled"
"WealthSimple Cash","","10/04/2025","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,778.20$,"Reconciled"
"WealthSimple Cash","","08/04/2025","Irving Port-Cartier","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","",95.83$,0.00$,"Reconciled"
"WealthSimple Cash","","07/04/2025","Affirm","Dépense Obligatoire: Tire","Dépense Obligatoire","Tire","",61.39$,0.00$,"Reconciled"
"WealthSimple Cash","","07/04/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",19.95$,0.00$,"Reconciled"
"WealthSimple Cash","","07/04/2025","Amazon Prime Membership","Abonnement: Amazon Prime","Abonnement","Amazon Prime","",11.49$,0.00$,"Reconciled"
"WealthSimple Cash","","06/04/2025","Amazon","Dépense Non Obligatoire: 🛒 Amazon","Dépense Non Obligatoire","🛒 Amazon","",279.85$,0.00$,"Reconciled"
"WealthSimple Cash","","05/04/2025","Affirm","Dépense Obligatoire: Ordi PL","Dépense Obligatoire","Ordi PL","",125.76$,0.00$,"Reconciled"
"WealthSimple Cash","","05/04/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",27.00$,0.00$,"Reconciled"
"Chomage","","04/04/2025","Starting Balance","","","","",5209.00$,0.00$,"Cleared"
"🚨 Fonds d'urgence","","04/04/2025","Chomage","Inflow: Ready to Assign","Inflow","Ready to Assign","",500.00$,0.00$,"Reconciled"
"🚨 Fonds d'urgence","","04/04/2025","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",200.00$,0.00$,"Reconciled"
"WealthSimple Cash","","04/04/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",30.26$,0.00$,"Reconciled"
"WealthSimple Cash","","04/04/2025","Transfer : Principal","","","","",20.00$,0.00$,"Reconciled"
"Principal","","04/04/2025","Transfer : WealthSimple Cash","","","","",0.00$,20.00$,"Reconciled"
"WealthSimple Cash","","04/04/2025","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,200.00$,"Reconciled"
"WealthSimple Cash","","03/04/2025","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,821.88$,"Reconciled"
"WealthSimple Cash","","02/04/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",169.18$,0.00$,"Reconciled"
"🚨 Fonds d'urgence","","02/04/2025","Transfer : WealthSimple Cash","","","","",50.00$,0.00$,"Reconciled"
"WealthSimple Cash","","02/04/2025","Mic","Abonnement: IPTV","Abonnement","IPTV","",35.00$,0.00$,"Reconciled"
"🚨 Fonds d'urgence","","02/04/2025","Reimbursement","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,16.52$,"Reconciled"
"WealthSimple Cash","","02/04/2025","Transfer : 🚨 Fonds d'urgence","","","","",0.00$,50.00$,"Reconciled"
"WealthSimple Cash","","02/04/2025","Paiement Loyer Papa","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",0.00$,109.28$,"Reconciled"
"WealthSimple Cash","","01/04/2025","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",178.51$,0.00$,"Reconciled"
"WealthSimple Cash","","01/04/2025","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.89$,"Reconciled"
"🚨 Fonds d'urgence","","01/04/2025","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,3.31$,"Reconciled"
"WealthSimple Cash","","31/03/2025","Paiement Loyer Papa","Dépense Obligatoire: 🏠 Loyer","Dépense Obligatoire","🏠 Loyer","",600.00$,0.00$,"Reconciled"
"WealthSimple Cash","","31/03/2025","Beneva","Dépense Obligatoire: 🏚️ Assurance Maison","Dépense Obligatoire","🏚️ Assurance Maison","",234.35$,0.00$,"Reconciled"
"Principal","","31/03/2025","Fixed service charges","Dépense Obligatoire: 🏦 Frais Desjardins","Dépense Obligatoire","🏦 Frais Desjardins","",15.95$,0.00$,"Reconciled"
"Principal","","31/03/2025","Payment /DELL FINANCIAL SERVICES","Dépense Obligatoire: 🖥️ Dell","Dépense Obligatoire","🖥️ Dell","",15.00$,0.00$,"Reconciled"
"WealthSimple Cash","","30/03/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",40.00$,0.00$,"Reconciled"
"WealthSimple Cash","","30/03/2025","Transfer : Principal","","","","",20.00$,0.00$,"Reconciled"
"WealthSimple Cash","","30/03/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",5.00$,0.00$,"Reconciled"
"Principal","","30/03/2025","Transfer : WealthSimple Cash","","","","",0.00$,20.00$,"Reconciled"
"WealthSimple Cash","","30/03/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",0.00$,400.00$,"Reconciled"
"WealthSimple Cash","","29/03/2025","Irving Port-Cartier","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","",90.83$,0.00$,"Reconciled"
"WealthSimple Cash","","28/03/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",167.99$,0.00$,"Reconciled"
"WealthSimple Cash","","28/03/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",162.04$,0.00$,"Reconciled"
"WealthSimple Cash","","28/03/2025","Bell","Dépense Obligatoire: 📱 Cellulaire","Dépense Obligatoire","📱 Cellulaire","",104.35$,0.00$,"Reconciled"
"Principal","","28/03/2025","Insufficient funds - Make a deposit /DELL FINANCIAL SERVIC (15.00$)","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",0.01$,0.00$,"Reconciled"
"Principal","","28/03/2025","Reimbursement of fees","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.01$,"Reconciled"
"WealthSimple Cash","","27/03/2025","Fairstone Tanguay","Hidden Categories: 📂 Fairstone / Fridge","Hidden Categories","📂 Fairstone / Fridge","",14.85$,0.00$,"Reconciled"
"WealthSimple Cash","","27/03/2025","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,732.68$,"Reconciled"
"WealthSimple Cash","","26/03/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",24.44$,0.00$,"Reconciled"
"WealthSimple Cash","","26/03/2025","YNAB","Abonnement: YNAB","Abonnement","YNAB","",21.53$,0.00$,"Reconciled"
"WealthSimple Cash","","26/03/2025","YNAB","Abonnement: YNAB","Abonnement","YNAB","",21.49$,0.00$,"Reconciled"
"Principal","","25/03/2025","Desjardins Financial Security","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",9.95$,0.00$,"Reconciled"
"WealthSimple Cash","","24/03/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",19.95$,0.00$,"Reconciled"
"WealthSimple Cash","","24/03/2025","Patreon","Abonnement: Patreon","Abonnement","Patreon","",8.28$,0.00$,"Reconciled"
"WealthSimple Cash","","24/03/2025","Flippinguti Fl","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",7.49$,0.00$,"Reconciled"
"WealthSimple Cash","","22/03/2025","Boni-Soir","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",32.40$,0.00$,"Reconciled"
"WealthSimple Cash","","22/03/2025","Jagex","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",14.99$,0.00$,"Reconciled"
"WealthSimple Cash","","22/03/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",8.32$,0.00$,"Reconciled"
"🚨 Fonds d'urgence","","21/03/2025","Transfer : WealthSimple Cash","","","","",500.00$,0.00$,"Reconciled"
"WealthSimple Cash","","21/03/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",105.00$,0.00$,"Reconciled"
"WealthSimple Cash","","21/03/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",61.00$,0.00$,"Reconciled"
"WealthSimple Cash","","21/03/2025","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",20.00$,0.00$,"Reconciled"
"WealthSimple Cash","","21/03/2025","Coflip","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",10.49$,0.00$,"Reconciled"
"WealthSimple Cash","","21/03/2025","Emby","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",7.49$,0.00$,"Reconciled"
"WealthSimple Cash","","21/03/2025","Transfer : 🚨 Fonds d'urgence","","","","",0.00$,500.00$,"Reconciled"
"WealthSimple Cash","","20/03/2025","Transfer : 🚨 Fonds d'urgence","","","","",4900.00$,0.00$,"Reconciled"
"WealthSimple Cash","","20/03/2025","Transfer : Principal","","","","",410.00$,0.00$,"Reconciled"
"Principal","","20/03/2025","Transfer : Classique Visa Desjardins","","","","",409.12$,0.00$,"Reconciled"
"WealthSimple Cash","","20/03/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",247.86$,0.00$,"Reconciled"
"WealthSimple Cash","","20/03/2025","Transfer : Principal","","","","",20.00$,0.00$,"Reconciled"
"Principal","","20/03/2025","Desjardins Financial Security","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",15.75$,0.00$,"Reconciled"
"WealthSimple Cash","","20/03/2025","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,20.00$,"Reconciled"
"Principal","","20/03/2025","Transfer : WealthSimple Cash","","","","",0.00$,20.00$,"Reconciled"
"Classique Visa Desjardins","","20/03/2025","Transfer : Principal","","","","",0.00$,409.12$,"Uncleared"
"Principal","","20/03/2025","Transfer : WealthSimple Cash","","","","",0.00$,410.00$,"Reconciled"
"WealthSimple Cash","","20/03/2025","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,821.88$,"Reconciled"
"🚨 Fonds d'urgence","","20/03/2025","Transfer : WealthSimple Cash","","","","",0.00$,4900.00$,"Reconciled"
"WealthSimple Cash","","20/03/2025","Government of Canada","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,4905.00$,"Reconciled"
"WealthSimple Cash","","19/03/2025","Affirm","Dépense Obligatoire: Affirm","Dépense Obligatoire","Affirm","",42.88$,0.00$,"Reconciled"
"WealthSimple Cash","","19/03/2025","IGA Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",22.86$,0.00$,"Reconciled"
"WealthSimple Cash","","19/03/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",19.95$,0.00$,"Reconciled"
"Principal","","19/03/2025","Insufficient funds - Make a deposit /DESJARDINS FIN. SECUR (15.75$)","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",0.01$,0.00$,"Reconciled"
"Principal","","19/03/2025","Reimbursement of fees","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.01$,"Reconciled"
"WealthSimple Cash","","16/03/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",167.99$,0.00$,"Reconciled"
"WealthSimple Cash","","16/03/2025","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",35.00$,0.00$,"Reconciled"
"WealthSimple Cash","","15/03/2025","Money transfer sent to /Katherine /Je t'aime","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",185.00$,0.00$,"Reconciled"
"WealthSimple Cash","","15/03/2025","Adobe","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",14.94$,0.00$,"Reconciled"
"Principal","","14/03/2025","Insurance /INTACT COMPAGNIE D ASSURANCE","Dépense Obligatoire: 🚗 Assurance Auto","Dépense Obligatoire","🚗 Assurance Auto","",55.35$,0.00$,"Reconciled"
"WealthSimple Cash","","13/03/2025","Boni-Soir","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",144.27$,0.00$,"Reconciled"
"WealthSimple Cash","","12/03/2025","Transfer : Fairstone","Hidden Categories: 📂 Fairstone / Fridge","Hidden Categories","📂 Fairstone / Fridge","",169.09$,0.00$,"Reconciled"
"WealthSimple Cash","","12/03/2025","Transfer : Principal","","","","",60.00$,0.00$,"Reconciled"
"WealthSimple Cash","","12/03/2025","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",35.00$,0.00$,"Reconciled"
"WealthSimple Crypto","","12/03/2025","Reconciliation Balance Adjustment","","","","Entered automatically by YNAB",30.78$,0.00$,"Reconciled"
"WealthSimple Cash","","12/03/2025","Transfer : WealthSimple Crypto","Inflow: Ready to Assign","Inflow","Ready to Assign","",30.00$,0.00$,"Reconciled"
"WealthSimple Crypto","","12/03/2025","Crypto Transfer","","","","",21.98$,0.00$,"Reconciled"
"WealthSimple Crypto","","12/03/2025","Crypto Buy","","","","",0.00$,30.00$,"Reconciled"
"WealthSimple Crypto","","12/03/2025","Transfer : WealthSimple Cash","","","","",0.00$,30.00$,"Reconciled"
"WealthSimple Cash","","12/03/2025","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,35.00$,"Reconciled"
"Principal","","12/03/2025","Transfer : WealthSimple Cash","","","","",0.00$,60.00$,"Reconciled"
"WealthSimple Cash","","12/03/2025","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,70.00$,"Reconciled"
"Fairstone","","12/03/2025","Transfer : WealthSimple Cash","","","","",0.00$,169.09$,"Uncleared"
"WealthSimple Cash","","12/03/2025","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,737.49$,"Reconciled"
"WealthSimple Cash","","11/03/2025","Irving Port-Cartier","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",55.82$,0.00$,"Reconciled"
"WealthSimple Cash","","10/03/2025","YouTube Premium","Abonnement: Youtube Premium","Abonnement","Youtube Premium","",14.94$,0.00$,"Reconciled"
"WealthSimple Cash","","07/03/2025","Tite Toile","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",219.75$,0.00$,"Reconciled"
"WealthSimple Cash","","07/03/2025","Affirm","Dépense Obligatoire: Tire","Dépense Obligatoire","Tire","",61.39$,0.00$,"Reconciled"
